1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Robert,,2 months ago  ,None,1,4,None,2019-09-24 17:55:01.046449,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,CommunityAnswer,,2 months ago  ,"No, this printer is not black only. It is colored.",10,50,None,2019-09-24 17:55:01.110576,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Tbrouill,,12 days ago  ,I recently purchased to replace another printer and I'm glad I did the price was unbelievable for the features of this printer and the ink refill program means I never need to worry about running out of ink either. [This review was collected as part of a promotion.],48,266,5 out of 5 stars.,2019-09-24 17:55:05.627723,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,cnysuzq,,12 days ago  ,"I needed a printer, scanner and copier all in one and found it at HP. It was an easy set up. It is easy to use and has great print quality. Great price too! [This review was collected as part of a promotion.]",43,208,5 out of 5 stars.,2019-09-24 17:55:05.707087,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,stpt,,12 days ago  ,first smart printer i ever bought and I enjoy it and my old printer had four cartages and this has two I love that [This review was collected as part of a promotion.],33,166,5 out of 5 stars.,2019-09-24 17:55:06.520199,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,NCMM,,12 days ago  ,I purchased this because the one I had was no longer going to be supported. They only thing I do not like is it doesn’t have an option to print on both sides of the paper. I must do that manually which is an aggravation. Otherwise I am satisfied with the way it operates. I also will use my 7520 Photosmart All-in-One until it dies. It has been great!! [This review was collected as part of a promotion.],78,404,4 out of 5 stars.,2019-09-24 17:55:06.686399,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,ErnieA3,,12 days ago  ,It has printed well with 4 exceptions. For an unknown reason it has chosen not to print an item four times. I was at a loss. Nothing I did would make it print. Then I remembered something one of my sons had told me......so I unplugged the power cord so it could reboot. It worked all 4 times. [This review was collected as part of a promotion.],67,344,3 out of 5 stars.,2019-09-24 17:55:06.978288,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Me2020,,12 days ago  ,I bought this printer at a great price and it works perfectly. It's small and elegant and it goes great with the office decor.l! [This review was collected as part of a promotion.],33,180,5 out of 5 stars.,2019-09-24 17:55:07.053344,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Macs,,12 days ago  ,"When looking to replace my old HP printer, I looked for an All-In-One that offered features I use everyday. I found my needs were met with the HP OfficeJet 3830. It is a great printer and easy to use. [This review was collected as part of a promotion.]",48,252,5 out of 5 stars.,2019-09-24 17:55:08.123388,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Dot small engine,,12 days ago  ,I am very satisfied with the product. Its meet all my needs. [This review was collected as part of a promotion.],21,112,5 out of 5 stars.,2019-09-24 17:55:08.222492,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Omalori,,12 days ago  ,"I purchased this about a month ago & am so glad I did. It does a wonderful job printing, scanning/copying jobs and prints beautifully from my phone [This review was collected as part of a promotion.]",36,199,5 out of 5 stars.,2019-09-24 17:55:08.322467,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,sltrejo2000,,12 days ago  ,"It has been a great asset in my class. Lately, it is not pulling the paper from the tray correctly. [This review was collected as part of a promotion.]",29,151,4 out of 5 stars.,2019-09-24 17:55:08.407417,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,nanette78,,12 days ago  ,I love my new printer. It works perfectly and is so quiet when printing that I have to check to make sure it's working! It has great features and photos come out looking amazing! The best printer hands down! [This review was collected as part of a promotion.],48,259,5 out of 5 stars.,2019-09-24 17:55:08.493107,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Ltlmama,,13 days ago  ,Just purchased to replace an HP that I had for many years. Hp service was wonderful in answering my questions in regards to my old and helped me purchase a new one. Great product for simple at home copies or prints. I would suggest the next level up if you plan of doing more then here and there printing. ONLY because it is a little slower but that's about it. [This review was collected as part of a promotion.],79,413,4 out of 5 stars.,2019-09-24 17:55:08.573774,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,clivo27,,13 days ago  ,I am not happy with the product for it is too slow compared to the product I had before and will probably have to change it shortly [This review was collected as part of a promotion.],36,183,3 out of 5 stars.,2019-09-24 17:55:08.659870,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Iris21,,13 days ago  ,"It’s great quality, a useful home product and I love the printer all in one [This review was collected as part of a promotion.]",24,127,5 out of 5 stars.,2019-09-24 17:55:08.739689,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Maid Marian,,13 days ago  ,"Putting in the ink cartages is so easy, never could put them in the other printers by myself, anyways needed help. But with my new 3830 printer, I can do it my self. Love it. [This review was collected as part of a promotion.]",44,226,5 out of 5 stars.,2019-09-24 17:55:08.833860,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Birdie41,,13 days ago  ,I bought the all in one printer a couple of months ago and was able to fax but not print. I went on line for help and had to allow access to my computer to finally get it to print. It took over 30 minutes. One it was printing it would not fax. I have not had time to go online to get it to fax. [This review was collected as part of a promotion.],75,346,2 out of 5 stars.,2019-09-24 17:55:08.916997,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Samsmc,,13 days ago  ,I bought this recently- it was so easy to set up and it works great! [This review was collected as part of a promotion.],24,120,5 out of 5 stars.,2019-09-24 17:55:08.998379,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,annieleahia,,13 days ago  ,it was fairly easy to hook up the price was reasonable so far i have not had any issues [This review was collected as part of a promotion.],28,139,5 out of 5 stars.,2019-09-24 17:55:09.089379,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Hp3830,,13 days ago  ,"I purchased this printer last week on Thursday received it on the next day! Oh how I loved that and once got it connected, I am in heaven. I love it! [This review was collected as part of a promotion.]",40,201,5 out of 5 stars.,2019-09-24 17:55:09.272433,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Art_B,,13 days ago  ,I bought this printer about a month ago and it exceeds all my expectations. [This review was collected as part of a promotion.],23,127,5 out of 5 stars.,2019-09-24 17:55:09.355385,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Disappointed in Oklahoma,,13 days ago  ,The worst paper feed ever. It feeds from the back of the printer.,13,65,1 out of 5 stars.,2019-09-24 17:55:09.442351,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Kwhire,,13 days ago  ,I have had thisprinter less than two years and it will not print correctly. I have done everything and it still prints half of what I am printing with streaks in it!,32,165,2 out of 5 stars.,2019-09-24 17:55:09.553253,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Twinmom,,19 days ago  ,Love this printer. It does everything you need and isn’t super big. The setup was very easy and I love that I can print from my phone too,28,137,5 out of 5 stars.,2019-09-24 17:55:09.635937,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Dennie819,,20 days ago  ,I am happy that I purchased this printer. I haven't the need to use it right now. Thank you for inquiring and have a great day!,26,127,5 out of 5 stars.,2019-09-24 17:55:09.722117,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Tessy,,21 days ago  ,"Easy to set up. Works great. Has print, scan fax everything you could expect for a home printer. Happy with the product and the price.",25,134,5 out of 5 stars.,2019-09-24 17:55:09.802086,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,anthony,,a month ago  ,Actually the Kodak printer it replaced was easier to use.,10,57,3 out of 5 stars.,2019-09-24 17:55:09.888435,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Lulapelusa,,a month ago  ,This printer has everything what I need. It is very easy to install and use. [This review was collected as part of a promotion.],24,128,5 out of 5 stars.,2019-09-24 17:55:09.972923,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,MarvS,,a month ago  ,I gave up after 3 days trying to install this printer. All it would do I say is paper jam (there was no paper in printer!) and cartridge jam. Ink cartridges moved freely in the track. Instructions to set up with WiFi are almost non existant.,46,241,1 out of 5 stars.,2019-09-24 17:55:10.067362,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Robert69,,a month ago  ,The Printer runs great and has many features for easy operation and use. [This review was collected as part of a promotion.],22,124,5 out of 5 stars.,2019-09-24 17:55:10.148342,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Naroy,,a month ago  ,The first renter that was sent I had to send back it did not work I had to go find a FedEx office which here in Corpus Christi is not in abundance however I did receive another one the very next day which is a plus [This review was collected as part of a promotion.],55,266,3 out of 5 stars.,2019-09-24 17:55:10.244620,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,AnnP,,a month ago  ,None,1,4,None,2019-09-24 17:55:10.345498,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,HP Team,,a month ago  ,"Yes, this model supports thicker papers like card stock.",9,56,None,2019-09-24 17:55:10.410815,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Glo,,2 months ago  ,None,1,4,None,2019-09-24 17:55:10.479487,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,HP Team,,2 months ago  ,"Yes, this printer has wireless capability.",6,42,None,2019-09-24 17:55:10.550186,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,Robert,,2 months ago  ,None,1,4,None,2019-09-24 17:55:10.620808,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
1,The Sound Of Music (50th Anniversary Edition) (Widescreen),Walmart,CommunityAnswer,,2 months ago  ,"No, this printer is not black only. It is colored.",10,50,None,2019-09-24 17:55:10.695050,https://www.samsclub.com/p/hp-officejet-38380-all-in-one-printer-thermal-inkjet/prod23121737
